kundur.out
KUNDUR 4 MACHINE 12 BUS SYSTEM
                     1              2              3              4              5              6              7              8              9              10             11             12             13             14             15             16             17             18             19             20             21      
        Time(s) SPD 1[1 22.000 SPD 2[2 22.000 SPD 3[3 22.000 SPD 4[4 22.000 POWR 1[1 22.00 POWR 2[2 22.00 POWR 3[3 22.00 POWR 4[4 22.00 VOLT 1 [1 22.0 VOLT 2 [2 22.0 VOLT 3 [3 22.0 VOLT 4 [4 22.0 VOLT 5 [5 230. VOLT 6 [6 230. VOLT 7 [7 230. VOLT 8 [8 230. VOLT 9 [9 230. VOLT 10 [10 23 VOLT 11 [11 23 VOLT 12 [12 23 VREF 1[1 22.00
                            ]1             ]1             ]1             ]1            0]1            0]1            0]1            0]1            00]            00]            00]            00]            00]            00]            00]            00]            00]          0.00]          0.00]          0.00]            0]1
        21.2613   -0.000210444   -0.000212542   -0.000258199   -0.000254307         7.0131        7.01732         7.2195        7.03168        1.04012        1.01002        1.02999        1.00999        1.01415       0.981876       0.965282       0.953997       0.975873       0.987342        1.01146       0.953997           1.05
        21.2813   -0.000208977   -0.000211803   -0.000259872   -0.000255918        7.01365        7.01779        7.21841        7.03069        1.04011        1.01001        1.02999        1.00998        1.01414       0.981851       0.965247       0.953946       0.975859       0.987337        1.01146       0.953946           1.05
        21.3013   -0.000207615   -0.000211151   -0.000261333   -0.000257338        7.01426        7.01828        7.21726        7.02967        1.04011           1.01        1.02999        1.00998        1.01412       0.981826       0.965212       0.953894       0.975845       0.987331        1.01146       0.953894           1.05
        21.3214   -0.000206367    -0.00021059   -0.000262573   -0.000258559        7.01491         7.0188        7.21607         7.0286        1.04011           1.01        1.02999        1.00998        1.01411       0.981801       0.965175       0.953839       0.975831       0.987326        1.01146       0.953839           1.05
        21.3414    -0.00020524   -0.000210123   -0.000263584   -0.000259575         7.0156        7.01933        7.21483        7.02749         1.0401        1.00999        1.02999        1.00998         1.0141       0.981776       0.965138       0.953783       0.975816       0.987321        1.01146       0.953783           1.05
        21.3614    -0.00020424   -0.000209753    -0.00026436   -0.000260379        7.01633        7.01988        7.21356        7.02635         1.0401        1.00998        1.02999        1.00997        1.01409       0.981751         0.9651       0.953726       0.975801       0.987316        1.01146       0.953726           1.05
        21.3814   -0.000203374   -0.000209481   -0.000264896   -0.000260968        7.01709        7.02044        7.21228        7.02519         1.0401        1.00998        1.02999        1.00997        1.01407       0.981726       0.965063       0.953668       0.975786       0.987311        1.01146       0.953668           1.05
        21.4014   -0.000202648    -0.00020931   -0.000265191   -0.000261337        7.01788        7.02101        7.21097        7.02401         1.0401        1.00997        1.02999        1.00997        1.01406       0.981701       0.965025        0.95361       0.975771       0.987305        1.01146        0.95361           1.05
        21.4214   -0.000202065    -0.00020924   -0.000265241   -0.000261486         7.0187        7.02158        7.20966        7.02282         1.0401        1.00997        1.02998        1.00997        1.01405       0.981676       0.964988       0.953552       0.975756         0.9873        1.01146       0.953552           1.05
        21.4414    -0.00020163    -0.00020927   -0.000265049   -0.000261414        7.01953        7.02216        7.20835        7.02163         1.0401        1.00997        1.02998        1.00997        1.01404       0.981653       0.964951       0.953494       0.975741       0.987296        1.01146       0.953494           1.05
        21.4614   -0.000201343   -0.000209402   -0.000264615   -0.000261121        7.02038        7.02272        7.20705        7.02045         1.0401        1.00997        1.02998        1.00996        1.01403       0.981629       0.964915       0.953436       0.975726       0.987291        1.01146       0.953436           1.05
        21.4814   -0.000201207   -0.000209632   -0.000263941   -0.000260612        7.02123        7.02329        7.20577        7.01928         1.0401        1.00997        1.02998        1.00996        1.01402       0.981607        0.96488        0.95338       0.975712       0.987286        1.01146        0.95338           1.05
        21.5014   -0.000201222   -0.000209961   -0.000263033   -0.000259888        7.02209        7.02384        7.20451        7.01813         1.0401        1.00997        1.02998        1.00996        1.01401       0.981586       0.964847       0.953325       0.975699       0.987282        1.01146       0.953325           1.05
        21.5214   -0.000201386   -0.000210385   -0.000261896   -0.000258954        7.02294        7.02438        7.20328        7.01701        1.04011        1.00997        1.02998        1.00996          1.014       0.981567       0.964814       0.953271       0.975685       0.987278        1.01146       0.953271           1.05
        21.5414     -0.0002017   -0.000210903   -0.000260538   -0.000257818        7.02378        7.02491        7.20209        7.01592        1.04011        1.00997        1.02998        1.00996        1.01399       0.981548       0.964784        0.95322       0.975672       0.987274        1.01146        0.95322           1.05
        21.5615   -0.000202161   -0.000211511   -0.000258968   -0.000256487        7.02461        7.02542        7.20095        7.01487        1.04011        1.00997        1.02998        1.00996        1.01399       0.981531       0.964755       0.953171        0.97566       0.987271        1.01146       0.953171           1.05
        21.5815   -0.000202766   -0.000212205   -0.000257194   -0.000254969        7.02543         7.0259        7.19987        7.01387        1.04011        1.00997        1.02998        1.00996        1.01398       0.981515       0.964728       0.953124       0.975649       0.987268        1.01146       0.953124           1.05
        21.6015   -0.000203512   -0.000212981   -0.000255229   -0.000253275        7.02622        7.02636        7.19884        7.01293        1.04012        1.00998        1.02998        1.00996        1.01397       0.981501       0.964703        0.95308       0.975639       0.987265        1.01146        0.95308           1.05
        21.6215   -0.000204392   -0.000213834   -0.000253085   -0.000251415        7.02698        7.02679        7.19788        7.01204        1.04012        1.00998        1.02998        1.00996        1.01397       0.981489       0.964681        0.95304       0.975629       0.987263        1.01146        0.95304           1.05
        21.6415   -0.000205402   -0.000214757   -0.000250775   -0.000249401        7.02771        7.02719          7.197        7.01122        1.04013        1.00999        1.02998        1.00996        1.01397       0.981478       0.964661       0.953003       0.975621       0.987261        1.01146       0.953003           1.05
        21.6615   -0.000206535   -0.000215747   -0.000248315   -0.000247245        7.02841        7.02756        7.19619        7.01046        1.04013           1.01        1.02998        1.00996        1.01397        0.98147       0.964644        0.95297       0.975613        0.98726        1.01146        0.95297           1.05
        21.6815   -0.000207784   -0.000216796   -0.000245719   -0.000244961        7.02906        7.02789        7.19547        7.00978        1.04014           1.01        1.02998        1.00996        1.01397       0.981463       0.964629        0.95294       0.975606       0.987258        1.01146        0.95294           1.05
        21.7015   -0.000209141   -0.000217897   -0.000243005   -0.000242563        7.02966        7.02819        7.19484        7.00918        1.04014        1.01001        1.02998        1.00996        1.01397       0.981458       0.964617       0.952915       0.975601       0.987257        1.01147       0.952915           1.05
        21.7215   -0.000210597   -0.000219045   -0.000240188   -0.000240067        7.03023        7.02844        7.19429        7.00864        1.04015        1.01002        1.02998        1.00996        1.01397       0.981455       0.964608       0.952893       0.975596       0.987257        1.01147       0.952893           1.05
        21.7415   -0.000212143   -0.000220231   -0.000237287   -0.000237486        7.03073        7.02866        7.19384        7.00821        1.04015        1.01003        1.02998        1.00997        1.01397       0.981454       0.964601       0.952876       0.975593       0.987257        1.01147       0.952876           1.05
        21.7615    -0.00021377    -0.00022145   -0.000234319    -0.00023484        7.03118        7.02884        7.19349        7.00785        1.04016        1.01004        1.02998        1.00997        1.01397       0.981455       0.964598       0.952864       0.975591       0.987258        1.01147       0.952864           1.05
        21.7815   -0.000215468   -0.000222693   -0.000231305   -0.000232143        7.03157        7.02897        7.19324        7.00759        1.04016        1.01005        1.02998        1.00997        1.01398       0.981458       0.964598       0.952856        0.97559       0.987259        1.01147       0.952856           1.05
        21.8015   -0.000217226   -0.000223952   -0.000228261   -0.000229412        7.03191        7.02906        7.19309        7.00742        1.04017        1.01006        1.02998        1.00997        1.01398       0.981463         0.9646       0.952852        0.97559        0.98726        1.01147       0.952852           1.05
        21.8216   -0.000219034    -0.00022522   -0.000225207   -0.000226665        7.03219        7.02911        7.19305        7.00733        1.04018        1.01007        1.02998        1.00997        1.01399        0.98147       0.964606       0.952853       0.975592       0.987262        1.01147       0.952853           1.05
        21.8416   -0.000220881   -0.000226489   -0.000222163   -0.000223917        7.03239        7.02911         7.1931        7.00734        1.04018        1.01008        1.02998        1.00998        1.01399       0.981478       0.964614       0.952859       0.975595       0.987264        1.01147       0.952859           1.05
        21.8616   -0.000222756   -0.000227752   -0.000219147   -0.000221186        7.03254        7.02907        7.19326        7.00743        1.04019        1.01009        1.02998        1.00998          1.014       0.981489       0.964625       0.952869       0.975598       0.987266        1.01147       0.952869           1.05
        21.8816   -0.000224644      -0.000229   -0.000216177   -0.000218489        7.03262        7.02898        7.19351        7.00762        1.04019         1.0101        1.02998        1.00998        1.01401       0.981501       0.964638       0.952883       0.975603       0.987269        1.01147       0.952883           1.05
        21.9016   -0.000226536   -0.000230227   -0.000213272   -0.000215841        7.03263        7.02886        7.19387        7.00789         1.0402        1.01011        1.02998        1.00998        1.01402       0.981515       0.964655       0.952902       0.975609       0.987272        1.01147       0.952902           1.05
        21.9216   -0.000228419   -0.000231425    -0.00021045   -0.000213259        7.03258        7.02869        7.19432        7.00825        1.04021        1.01012        1.02998        1.00999        1.01403        0.98153       0.964674       0.952925       0.975616       0.987276        1.01147       0.952925           1.05
        21.9416   -0.000230283   -0.000232586   -0.000207727   -0.000210759        7.03246        7.02848        7.19486         7.0087        1.04021        1.01014        1.02998        1.00999        1.01404       0.981547       0.964695       0.952951       0.975624       0.987279        1.01147       0.952951           1.05
        21.9616   -0.000232115   -0.000233703    -0.00020512   -0.000208355        7.03228        7.02823        7.19549        7.00922        1.04022        1.01015        1.02998        1.00999        1.01405       0.981565       0.964719       0.952982       0.975633       0.987283        1.01147       0.952982           1.05
        21.9816   -0.000233904   -0.000234769   -0.000202646   -0.000206062        7.03204        7.02794        7.19621        7.00983        1.04022        1.01016        1.02998        1.00999        1.01406       0.981585       0.964744       0.953016       0.975643       0.987287        1.01147       0.953016           1.05
        22.0016    -0.00023564   -0.000235777   -0.000200318   -0.000203895        7.03173        7.02761        7.19701         7.0105        1.04023        1.01017        1.02998           1.01        1.01407       0.981605       0.964772       0.953054       0.975653       0.987292        1.01148       0.953054           1.05
        22.0216   -0.000237313   -0.000236722   -0.000198151   -0.000201867        7.03137        7.02725        7.19788        7.01125        1.04023        1.01018        1.02998           1.01        1.01409       0.981627       0.964801       0.953095       0.975665       0.987296        1.01148       0.953095           1.05
        22.0416   -0.000238911   -0.000237598    -0.00019616   -0.000199988        7.03094        7.02686        7.19882        7.01206        1.04023        1.01019        1.02998           1.01         1.0141       0.981649       0.964832       0.953139       0.975677       0.987301        1.01148       0.953139           1.05
        22.0617   -0.000240426     -0.0002384   -0.000194355   -0.000198271        7.03046        7.02644        7.19983        7.01293        1.04024         1.0102        1.02998           1.01        1.01411       0.981672       0.964865       0.953186       0.975689       0.987306        1.01148       0.953186           1.05
        22.0817   -0.000241849   -0.000239122   -0.000192748   -0.000196726        7.02994        7.02599         7.2009        7.01386        1.04024         1.0102        1.02998        1.01001        1.01412       0.981696       0.964898       0.953234       0.975702       0.987311        1.01148       0.953234           1.05
        22.1017   -0.000243171    -0.00023976   -0.000191348   -0.000195362        7.02936        7.02552        7.20201        7.01484        1.04024        1.01021        1.02998        1.01001        1.01414        0.98172       0.964933       0.953285       0.975716       0.987316        1.01148       0.953285           1.05
        22.1217   -0.000244384   -0.000240312   -0.000190162   -0.000194186        7.02874        7.02502        7.20318        7.01586        1.04025        1.01022        1.02998        1.01001        1.01415       0.981744       0.964968       0.953338        0.97573       0.987321        1.01148       0.953338           1.05
        22.1417    -0.00024548   -0.000240773   -0.000189199   -0.000193207        7.02807        7.02451        7.20437        7.01691        1.04025        1.01022        1.02998        1.01001        1.01416       0.981768       0.965004       0.953392       0.975744       0.987326        1.01148       0.953392           1.05
        22.1617   -0.000246454   -0.000241141   -0.000188465    -0.00019243        7.02737        7.02398         7.2056          7.018        1.04025        1.01023        1.02998        1.01001        1.01417       0.981793        0.96504       0.953447       0.975758       0.987331        1.01148       0.953447           1.05
        22.1817     -0.0002473   -0.000241414   -0.000187962   -0.000191859        7.02664        7.02344        7.20685        7.01911        1.04025        1.01024        1.02998        1.01002        1.01419       0.981817       0.965077       0.953503       0.975773       0.987336        1.01148       0.953503           1.05
        22.2017   -0.000248011    -0.00024159   -0.000187693   -0.000191499        7.02588        7.02289        7.20811        7.02024        1.04025        1.01024        1.02998        1.01002         1.0142       0.981841       0.965113       0.953559       0.975787       0.987341        1.01148       0.953559           1.05
        22.2217   -0.000248585    -0.00024167    -0.00018766    -0.00019135        7.02509        7.02234        7.20937        7.02138        1.04025        1.01024        1.02998        1.01002        1.01421       0.981865       0.965149       0.953616       0.975802       0.987346        1.01148       0.953616           1.05
        22.2417   -0.000249017   -0.000241652   -0.000187861   -0.000191413        7.02429        7.02179        7.21064        7.02252        1.04025        1.01025        1.02999        1.01002        1.01422       0.981887       0.965184       0.953672       0.975816        0.98735        1.01148       0.953672           1.05
        22.2617   -0.000249305   -0.000241536   -0.000188296   -0.000191688        7.02347        7.02124        7.21189        7.02366        1.04025        1.01025        1.02999        1.01002        1.01423       0.981909       0.965219       0.953727        0.97583       0.987355        1.01148       0.953727           1.05
        22.2817   -0.000249448   -0.000241324   -0.000188963   -0.000192174        7.02264        7.02069        7.21313        7.02478        1.04025        1.01025        1.02999        1.01002        1.01424       0.981931       0.965252       0.953781       0.975844       0.987359        1.01148       0.953781           1.05
        22.3018   -0.000249445   -0.000241018   -0.000189854   -0.000192866        7.02182        7.02016        7.21435         7.0259        1.04025        1.01025        1.02999        1.01003        1.01425       0.981951       0.965285       0.953834       0.975857       0.987363        1.01148       0.953834           1.05
        22.3218   -0.000249296   -0.000240619   -0.000190966    -0.00019376        7.02099        7.01963        7.21552        7.02698        1.04025        1.01025        1.02999        1.01003        1.01426        0.98197       0.965316       0.953885       0.975869       0.987366        1.01148       0.953885           1.05
        22.3418   -0.000249003   -0.000240131    -0.00019229    -0.00019485        7.02017        7.01912        7.21666        7.02803        1.04025        1.01025        1.02999        1.01003        1.01426       0.981988       0.965345       0.953935       0.975881        0.98737        1.01148       0.953935           1.05
        22.3618   -0.000248568   -0.000239554   -0.000193818   -0.000196129        7.01937        7.01862        7.21776        7.02905        1.04024        1.01024        1.02999        1.01003        1.01427       0.982004       0.965373       0.953982       0.975893       0.987373        1.01148       0.953982           1.05
        22.3818   -0.000247994   -0.000238894   -0.000195541   -0.000197589        7.01857        7.01815        7.21879        7.03001        1.04024        1.01024        1.02999        1.01003        1.01427       0.982019       0.965398       0.954026       0.975903       0.987376        1.01148       0.954026           1.05
        22.4018   -0.000247283   -0.000238154   -0.000197447   -0.000199219        7.01781        7.01771        7.21978        7.03093        1.04024        1.01024        1.02999        1.01003        1.01428       0.982032       0.965422       0.954068       0.975913       0.987378        1.01148       0.954068           1.05
        22.4218   -0.000246441   -0.000237339   -0.000199524   -0.000201012        7.01707        7.01728        7.22069         7.0318        1.04023        1.01023        1.02999        1.01003        1.01428       0.982044       0.965443       0.954106       0.975922        0.98738        1.01148       0.954106           1.05
        22.4418   -0.000245473   -0.000236454    -0.00020176   -0.000202955        7.01636        7.01689        7.22154         7.0326        1.04023        1.01023        1.02999        1.01003        1.01429       0.982054       0.965463       0.954142        0.97593       0.987382        1.01148       0.954142           1.05
        22.4618   -0.000244386   -0.000235506   -0.000204139   -0.000205037        7.01569        7.01653         7.2223        7.03334        1.04022        1.01022        1.02999        1.01003        1.01429       0.982063       0.965479       0.954173       0.975938       0.987383        1.01148       0.954173           1.05
        22.4818   -0.000243187   -0.000234499   -0.000206647   -0.000207245        7.01506        7.01621        7.22299        7.03401        1.04022        1.01021        1.02999        1.01002        1.01429       0.982069       0.965493       0.954201       0.975944       0.987385        1.01148       0.954201           1.05
        22.5018   -0.000241883    -0.00023344   -0.000209269   -0.000209564        7.01446        7.01592         7.2236        7.03461        1.04021         1.0102        1.02999        1.01002        1.01429       0.982074       0.965505       0.954226       0.975949       0.987385        1.01147       0.954226           1.05
        22.5218   -0.000240483   -0.000232336   -0.000211988   -0.000211981        7.01392        7.01567        7.22412        7.03512        1.04021         1.0102        1.02999        1.01002        1.01429       0.982077       0.965513       0.954246       0.975953       0.987386        1.01147       0.954246           1.05
        22.5418   -0.000238995   -0.000231195   -0.000214787    -0.00021448        7.01343        7.01546        7.22454        7.03556         1.0402        1.01019        1.02999        1.01002        1.01429       0.982077       0.965519       0.954262       0.975956       0.987386        1.01147       0.954262           1.05
        22.5619   -0.000237429   -0.000230022   -0.000217649   -0.000217045          7.013        7.01528        7.22487        7.03591         1.0402        1.01018        1.02999        1.01002        1.01428       0.982076       0.965523       0.954274       0.975958       0.987385        1.01147       0.954274           1.05
        22.5819   -0.000235796   -0.000228825   -0.000220555    -0.00021966        7.01261        7.01515        7.22511        7.03617        1.04019        1.01017        1.02999        1.01002        1.01428       0.982074       0.965523       0.954282       0.975959       0.987384        1.01147       0.954282           1.05
        22.6019   -0.000234103   -0.000227613   -0.000223489   -0.000222309        7.01229        7.01507        7.22525        7.03635        1.04019        1.01016        1.02999        1.01002        1.01427       0.982069       0.965521       0.954285       0.975959       0.987383        1.01147       0.954285           1.05
        22.6219   -0.000232362   -0.000226392   -0.000226431   -0.000224976        7.01203        7.01502        7.22529        7.03643        1.04018        1.01015        1.02999        1.01001        1.01427       0.982063       0.965516       0.954284       0.975958       0.987382        1.01147       0.954284           1.05
        22.6419   -0.000230585   -0.000225169   -0.000229365   -0.000227643        7.01182        7.01502        7.22524        7.03643        1.04017        1.01014        1.02999        1.01001        1.01426       0.982054       0.965508       0.954279       0.975955        0.98738        1.01147       0.954279           1.05
        22.6619   -0.000228783   -0.000223954   -0.000232271   -0.000230295        7.01169        7.01507        7.22509        7.03634        1.04017        1.01013        1.02999        1.01001        1.01425       0.982044       0.965497        0.95427       0.975952       0.987378        1.01147        0.95427           1.05
        22.6819   -0.000226966   -0.000222753   -0.000235134   -0.000232915        7.01161        7.01515        7.22485        7.03616        1.04016        1.01012        1.02999        1.01001        1.01425       0.982033       0.965484       0.954256       0.975947       0.987375        1.01147       0.954256           1.05
        22.7019   -0.000225147   -0.000221573   -0.000237935   -0.000235486         7.0116        7.01528        7.22451         7.0359        1.04016        1.01011        1.02999        1.01001        1.01424       0.982019       0.965468       0.954238       0.975942       0.987372        1.01147       0.954238           1.05
        22.7219   -0.000223336   -0.000220423   -0.000240656   -0.000237994        7.01165        7.01545        7.22408        7.03555        1.04015         1.0101        1.02999           1.01        1.01423       0.982005        0.96545       0.954217       0.975935       0.987369        1.01147       0.954217           1.05
        22.7419   -0.000221546    -0.00021931   -0.000243283   -0.000240423        7.01177        7.01566        7.22356        7.03512        1.04015        1.01009        1.02999           1.01        1.01422       0.981989        0.96543       0.954191       0.975928       0.987366        1.01147       0.954191           1.05
        22.7619   -0.000219786    -0.00021824   -0.000245799   -0.000242758        7.01195         7.0159        7.22296         7.0346        1.04014        1.01008        1.02999           1.01        1.01421       0.981971       0.965407       0.954162       0.975919       0.987362        1.01147       0.954162           1.05
        22.7819   -0.000218067    -0.00021722   -0.000248188   -0.000244984        7.01219        7.01619        7.22227        7.03402        1.04014        1.01006        1.02999           1.01         1.0142       0.981953       0.965383       0.954129        0.97591       0.987358        1.01147       0.954129           1.05
         22.802     -0.0002164   -0.000216257   -0.000250436   -0.000247089        7.01248        7.01651         7.2215        7.03335        1.04013        1.01006        1.02999        1.00999        1.01418       0.981933       0.965356       0.954093         0.9759       0.987354        1.01147       0.954093           1.05
         22.822   -0.000214796   -0.000215356   -0.000252529   -0.000249059        7.01284        7.01686        7.22067        7.03263        1.04013        1.01005        1.02999        1.00999        1.01417       0.981912       0.965328       0.954054       0.975889       0.987349        1.01147       0.954054           1.05
         22.842   -0.000213264   -0.000214523   -0.000254456   -0.000250882        7.01326        7.01724        7.21977        7.03183        1.04012        1.01004        1.02999        1.00999        1.01416       0.981891       0.965298       0.954012       0.975878       0.987345        1.01146       0.954012           1.05
         22.862   -0.000211812   -0.000213761   -0.000256203   -0.000252547        7.01372        7.01765         7.2188        7.03099        1.04012        1.01003        1.02999        1.00999        1.01415       0.981869       0.965267       0.953967       0.975866        0.98734        1.01146       0.953967           1.05
         22.882   -0.000210451   -0.000213077   -0.000257761   -0.000254045        7.01424        7.01809        7.21778        7.03008        1.04012        1.01002        1.02999        1.00998        1.01414       0.981846       0.965235        0.95392       0.975853       0.987336        1.01146        0.95392           1.05
         22.902   -0.000209188   -0.000212473   -0.000259121   -0.000255368         7.0148        7.01855        7.21671        7.02913        1.04011        1.01001        1.02999        1.00998        1.01412       0.981823       0.965201       0.953872        0.97584       0.987331        1.01146       0.953872           1.05
         22.922    -0.00020803   -0.000211955   -0.000260275   -0.000256506         7.0154        7.01903         7.2156        7.02814        1.04011        1.01001        1.02999        1.00998        1.01411       0.981799       0.965168       0.953821       0.975827       0.987326        1.01146       0.953821           1.05
         22.942   -0.000206985   -0.000211524   -0.000261215   -0.000257454        7.01605        7.01953        7.21445        7.02711        1.04011           1.01        1.02999        1.00998         1.0141       0.981776       0.965133       0.953769       0.975813       0.987321        1.01146       0.953769           1.05
         22.962   -0.000206059   -0.000211183   -0.000261937   -0.000258206        7.01672        7.02003        7.21327        7.02606        1.04011        1.00999        1.02999        1.00997        1.01409       0.981752       0.965098       0.953716         0.9758       0.987316        1.01146       0.953716           1.05
         22.982   -0.000205257   -0.000210933   -0.000262436   -0.000258757        7.01743        7.02055        7.21207        7.02498        1.04011        1.00999        1.02999        1.00997        1.01408       0.981729       0.965063       0.953662       0.975785       0.987311        1.01146       0.953662           1.05
         23.002   -0.000204584   -0.000210776    -0.00026271   -0.000259105        7.01817        7.02108        7.21086        7.02388        1.04011        1.00998        1.02999        1.00997        1.01407       0.981706       0.965028       0.953608       0.975772       0.987307        1.01146       0.953608           1.05
         23.022   -0.000204045   -0.000210714   -0.000262757   -0.000259248        7.01893        7.02161        7.20964        7.02279        1.04011        1.00998        1.02999        1.00997        1.01405       0.981683       0.964994       0.953554       0.975758       0.987302        1.01146       0.953554           1.05
        23.0421   -0.000203642   -0.000210745   -0.000262577   -0.000259185         7.0197        7.02214        7.20842        7.02168        1.04011        1.00998        1.02998        1.00997        1.01404       0.981661       0.964959         0.9535       0.975744       0.987298        1.01146         0.9535           1.05
        23.0621   -0.000203378   -0.000210869   -0.000262173   -0.000258919        7.02048        7.02267        7.20721        7.02058        1.04011        1.00998        1.02998        1.00997        1.01403       0.981639       0.964926       0.953447        0.97573       0.987293        1.01146       0.953447           1.05
        23.0821   -0.000203253   -0.000211085   -0.000261546   -0.000258451        7.02128         7.0232        7.20601        7.01949        1.04011        1.00998        1.02998        1.00997        1.01403       0.981619       0.964893       0.953394       0.975717       0.987289        1.01146       0.953394           1.05
        23.1021   -0.000203268   -0.000211393   -0.000260701   -0.000257783        7.02207        7.02371        7.20484        7.01843        1.04011        1.00998        1.02998        1.00996        1.01402       0.981599       0.964862       0.953343       0.975704       0.987285        1.01146       0.953343           1.05
        23.1221   -0.000203423   -0.000211789   -0.000259643   -0.000256921        7.02287        7.02422         7.2037        7.01738        1.04011        1.00998        1.02998        1.00996        1.01401       0.981581       0.964832       0.953293       0.975692       0.987282        1.01146       0.953293           1.05
        23.1421   -0.000203717   -0.000212271   -0.000258379   -0.000255869        7.02365        7.02471         7.2026        7.01638        1.04011        1.00998        1.02998        1.00996          1.014       0.981564       0.964804       0.953246        0.97568       0.987278        1.01146       0.953246           1.05
        23.1621   -0.000204147   -0.000212838   -0.000256919   -0.000254637        7.02443        7.02518        7.20154         7.0154        1.04012        1.00998        1.02998        1.00996          1.014       0.981548       0.964777         0.9532       0.975669       0.987275        1.01146         0.9532           1.05
        23.1821   -0.000204711   -0.000213484   -0.000255271   -0.000253231        7.02518        7.02563        7.20053        7.01447        1.04012        1.00998        1.02998        1.00996        1.01399       0.981534       0.964752       0.953157       0.975658       0.987272        1.01146       0.953157           1.05
        23.2021   -0.000205405   -0.000214207   -0.000253444    -0.00025166        7.02592        7.02605        7.19958        7.01359        1.04012        1.00999        1.02998        1.00996        1.01399       0.981521       0.964729       0.953116       0.975649        0.98727        1.01146       0.953116           1.05
        23.2221   -0.000206225      -0.000215   -0.000251452   -0.000249935        7.02663        7.02645        7.19869        7.01276        1.04013        1.00999        1.02998        1.00996        1.01398       0.981509       0.964708       0.953079        0.97564       0.987267        1.01146       0.953079           1.05
        23.2421   -0.000207166    -0.00021586   -0.000249306   -0.000248066        7.02731        7.02682        7.19788        7.01199        1.04013           1.01        1.02998        1.00996        1.01398       0.981499        0.96469       0.953044       0.975632       0.987266        1.01146       0.953044           1.05
        23.2621   -0.000208221    -0.00021678    -0.00024702   -0.000246064        7.02795        7.02717        7.19713        7.01129        1.04013           1.01        1.02998        1.00996        1.01398       0.981491       0.964674       0.953013       0.975625       0.987264        1.01146       0.953013           1.05
        23.2821   -0.000209384   -0.000217756   -0.000244609   -0.000243943        7.02856        7.02747        7.19646        7.01065        1.04014        1.01001        1.02998        1.00996        1.01398       0.981485        0.96466       0.952986       0.975619       0.987263        1.01147       0.952986           1.05
        23.3022   -0.000210647   -0.000218781   -0.000242088   -0.000241716        7.02912        7.02775        7.19588        7.01009        1.04014        1.01002        1.02998        1.00997        1.01398        0.98148       0.964649       0.952962       0.975614       0.987262        1.01147       0.952962           1.05
        23.3222   -0.000212003   -0.000219849   -0.000239472   -0.000239397        7.02964        7.02799        7.19537         7.0096        1.04015        1.01003        1.02998        1.00997        1.01398       0.981478        0.96464       0.952942       0.975609       0.987262        1.01147       0.952942           1.05
        23.3422   -0.000213442   -0.000220953   -0.000236778      -0.000237        7.03011        7.02819        7.19496        7.00919        1.04015        1.01003        1.02998        1.00997        1.01398       0.981477       0.964635       0.952927       0.975606       0.987262        1.01147       0.952927           1.05
        23.3622   -0.000214956   -0.000222086   -0.000234023   -0.000234541        7.03053        7.02835        7.19464        7.00886        1.04016        1.01004        1.02998        1.00997        1.01398       0.981478       0.964632       0.952915       0.975604       0.987262        1.01147       0.952915           1.05
        23.3822   -0.000216535   -0.000223242   -0.000231224   -0.000232034         7.0309        7.02847        7.19441        7.00861        1.04017        1.01005        1.02998        1.00997        1.01399        0.98148       0.964631       0.952908       0.975604       0.987263        1.01147       0.952908           1.05
        23.4022   -0.000218172   -0.000224413   -0.000228399   -0.000229495        7.03121        7.02856        7.19427        7.00844        1.04017        1.01006        1.02998        1.00997        1.01399       0.981485       0.964633       0.952904       0.975604       0.987264        1.01147       0.952904           1.05
        23.4222   -0.000219854   -0.000225593   -0.000225564    -0.00022694        7.03147         7.0286        7.19422        7.00836        1.04018        1.01007        1.02998        1.00997          1.014       0.981491       0.964638       0.952905       0.975605       0.987266        1.01147       0.952905           1.05
        23.4422   -0.000221571   -0.000226774   -0.000222738   -0.000224384        7.03166         7.0286        7.19428        7.00836        1.04018        1.01008        1.02998        1.00998          1.014       0.981499       0.964646        0.95291       0.975608       0.987268        1.01147        0.95291           1.05
        23.4622   -0.000223313   -0.000227948   -0.000219939   -0.000221843        7.03179        7.02856        7.19443        7.00845        1.04019        1.01009        1.02998        1.00998        1.01401       0.981509       0.964656       0.952919       0.975611        0.98727        1.01147       0.952919           1.05
        23.4822   -0.000225068   -0.000229109   -0.000217183   -0.000219332        7.03187        7.02849        7.19466        7.00862        1.04019         1.0101        1.02998        1.00998        1.01402        0.98152       0.964669       0.952933       0.975616       0.987273        1.01147       0.952933           1.05
        23.5022   -0.000226826   -0.000230251   -0.000214487   -0.000216868        7.03188        7.02837          7.195        7.00888         1.0402        1.01011        1.02998        1.00998        1.01403       0.981533       0.964684        0.95295       0.975621       0.987276        1.01147        0.95295           1.05
        23.5222   -0.000228576   -0.000231365   -0.000211867   -0.000214465        7.03183        7.02821        7.19541        7.00921         1.0402        1.01012        1.02998        1.00999        1.01404       0.981547       0.964702       0.952971       0.975628       0.987279        1.01147       0.952971           1.05
        23.5423   -0.000230308   -0.000232444    -0.00020934   -0.000212139        7.03172        7.02801        7.19592        7.00963        1.04021        1.01013        1.02998        1.00999        1.01405       0.981563       0.964722       0.952996       0.975635       0.987282        1.01147       0.952996           1.05
