ne_2.out
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES
                     1              2              3              4              5              6              7              8              9              10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42             43             44             45             46             47             48             49             50             51             52             53             54             55             56             57             58             59             60             61             62             63             64             65             66             67             68             69             70             71             72             73             74             75             76             77             78             79             80             81             82             83             84      
        Time(s) SPD 30[30 22.0 SPD 31[31 22.0 SPD 32[32 22.0 SPD 33[33 22.0 SPD 34[34 22.0 SPD 35[35 22.0 SPD 36[36 22.0 SPD 37[37 22.0 SPD 38[38 22.0 SPD 39[39 22.0 EFD 30[30 22.0 EFD 31[31 22.0 EFD 32[32 22.0 EFD 33[33 22.0 EFD 34[34 22.0 EFD 35[35 22.0 EFD 36[36 22.0 EFD 37[37 22.0 EFD 38[38 22.0 EFD 39[39 22.0 VOEL 30[30 22. VOEL 31[31 22. VOEL 32[32 22. VOEL 33[33 22. VOEL 34[34 22. VOEL 35[35 22. VOEL 36[36 22. VOEL 37[37 22. VOEL 38[38 22. VOEL 39[39 22. POWR 30[30 22. POWR 31[31 22. POWR 32[32 22. POWR 33[33 22. POWR 34[34 22. POWR 35[35 22. POWR 36[36 22. POWR 37[37 22. POWR 38[38 22. POWR 39[39 22. VOLT 1 [1 345. VOLT 2 [2 345. VOLT 3 [3 345. VOLT 4 [4 345. VOLT 5 [5 345. VOLT 6 [6 345. VOLT 7 [7 345. VOLT 8 [8 345. VOLT 9 [9 345. VOLT 10 [10 34 VOLT 11 [11 34 VOLT 12 [12 34 VOLT 13 [13 34 VOLT 14 [14 34 VOLT 15 [15 34 VOLT 16 [16 34 VOLT 17 [17 34 VOLT 18 [18 34 VOLT 19 [19 34 VOLT 20 [20 34 VOLT 21 [21 34 VOLT 22 [22 34 VOLT 23 [23 34 VOLT 24 [24 34 VOLT 25 [25 34 VOLT 26 [26 34 VOLT 27 [27 34 VOLT 28 [28 34 VOLT 29 [29 34 VOLT 30 [30 22 VOLT 31 [31 22 VOLT 32 [32 22 VOLT 33 [33 22 VOLT 34 [34 22 VOLT 35 [35 22 VOLT 36 [36 22 VOLT 37 [37 22 VOLT 38 [38 22 VOLT 39 [39 22 PMECH FOR ALL  PELEC FOR ALL  PACCL FOR ALL  PLOAD FOR ALL  PE-PL FOR ALL 
                          00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1            00]            00]            00]            00]            00]            00]            00]            00]            00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          BUSES          BUSES          BUSES          BUSES          BUSES
        84.0035    -0.00232972    -0.00233389    -0.00232896    -0.00233292    -0.00233497    -0.00233307      -0.002329    -0.00233288              0    -0.00232899        1.36171        3.01325        2.21609        2.45256        4.66559        2.62596         2.3702        2.09191              0        1.04366              0              0     -0.0802583      -0.110223              0              0     -0.0914236     -0.0939624              0              0        2.97789        6.21385        6.98601        6.80499        5.56286        6.98673        6.08292        5.88371              0        10.0144        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.0035    -0.00232972    -0.00233389    -0.00232896    -0.00233292    -0.00233497    -0.00233307      -0.002329    -0.00233288              0    -0.00232899        1.36171        3.01325        2.21609        2.45256        4.66559        2.62596         2.3702        2.09191              0        1.04366              0              0     -0.0802583      -0.110223              0              0     -0.0914236     -0.0939624              0              0        2.97777        6.21374        6.98591        6.80488        5.56278         6.9866        6.08283        5.88357              0        10.0143        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.0534    -0.00233026    -0.00233365    -0.00232974    -0.00233215    -0.00233415    -0.00233317    -0.00232835    -0.00233281              0    -0.00232858         1.3617        3.01325        2.21611        2.45255        4.66551        2.62595         2.3702        2.09191              0        1.04366              0              0     -0.0802712      -0.110209              0              0     -0.0914228     -0.0939596              0              0        2.97757         6.2134        6.98546        6.80512        5.56259        6.98645        6.08368        5.88364              0        10.0157        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.1034    -0.00233056    -0.00233331    -0.00233017    -0.00233146    -0.00233323    -0.00233309    -0.00232844    -0.00233266              0    -0.00232824        1.36169        3.01325        2.21612        2.45253        4.66543        2.62593         2.3702         2.0919              0        1.04366              0              0     -0.0802811      -0.110197              0              0     -0.0914262      -0.093956              0              0        2.97708         6.2133        6.98497        6.80503        5.56263        6.98615        6.08431        5.88352              0        10.0169        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.1534     -0.0023306    -0.00233289    -0.00233028    -0.00233071    -0.00233246    -0.00233283    -0.00232915    -0.00233243              0    -0.00232796        1.36168        3.01325        2.21612        2.45252        4.66535        2.62592         2.3702         2.0919              0        1.04366              0              0     -0.0802856      -0.110187              0              0     -0.0914273     -0.0939514              0              0        2.97663        6.21316        6.98453        6.80496         5.5627        6.98596        6.08472        5.88341              0        10.0181        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.2034    -0.00233041    -0.00233241    -0.00233014    -0.00232999    -0.00233181    -0.00233258    -0.00232994    -0.00233216              0    -0.00232774        1.36167        3.01324        2.21612        2.45251        4.66529         2.6259         2.3702        2.09189              0        1.04366              0              0     -0.0802852      -0.110177              0              0     -0.0914238      -0.093945              0              0        2.97624        6.21306        6.98416        6.80497        5.56277        6.98602        6.08458        5.88334              0        10.0194        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.2533    -0.00233002    -0.00233187    -0.00232975    -0.00232934    -0.00233127    -0.00233238     -0.0023307    -0.00233185              0    -0.00232759        1.36166        3.01323        2.21612         2.4525        4.66524        2.62588        2.37019        2.09188              0        1.04366              0              0     -0.0802815      -0.110168              0              0      -0.091414     -0.0939384              0              0        2.97585        6.21296        6.98379        6.80498        5.56283        6.98603        6.08453        5.88327              0        10.0206        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.3033    -0.00232943    -0.00233128    -0.00232913    -0.00232877    -0.00233084    -0.00233221    -0.00233145    -0.00233152              0    -0.00232749        1.36164        3.01321        2.21611        2.45249        4.66518        2.62586        2.37018        2.09187              0        1.04366              0              0     -0.0802766       -0.11016              0              0     -0.0914047     -0.0939315              0              0        2.97545        6.21283        6.98342        6.80528        5.56281        6.98599        6.08445        5.88319              0        10.0218        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.3533    -0.00232861    -0.00233054    -0.00232838    -0.00232879    -0.00233036    -0.00233198    -0.00233209    -0.00233108              0    -0.00232745        1.36162         3.0132        2.21611        2.45248        4.66513        2.62584        2.37017        2.09186              0        1.04366              0              0     -0.0802701      -0.110151              0              0     -0.0913955     -0.0939229              0              0        2.97532        6.21247        6.98353        6.80594        5.56267        6.98579        6.08426        5.88293              0        10.0226        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.4033    -0.00232807    -0.00232951    -0.00232781     -0.0023292    -0.00232987    -0.00233162    -0.00233256    -0.00233031              0    -0.00232743         1.3616        3.01318         2.2161        2.45247        4.66508        2.62582        2.37015        2.09186              0        1.04366              0              0     -0.0802659      -0.110143              0              0     -0.0913837     -0.0939143              0              0          2.976         6.2121        6.98371        6.80595        5.56271        6.98563         6.0841        5.88257              0        10.0231        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.4532    -0.00232794    -0.00232834    -0.00232736    -0.00232949     -0.0023295     -0.0023312    -0.00233294    -0.00232926              0    -0.00232744        1.36158        3.01316         2.2161        2.45247        4.66503        2.62579        2.37014        2.09185              0        1.04366              0              0     -0.0802639      -0.110136              0              0     -0.0913708     -0.0939057              0              0        2.97659        6.21224        6.98375        6.80575        5.56275        6.98549        6.08396        5.88223              0        10.0235        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.5032    -0.00232812    -0.00232753    -0.00232692    -0.00232964    -0.00232919    -0.00233068    -0.00233318    -0.00232811              0    -0.00232747        1.36156        3.01314         2.2161        2.45246        4.66496        2.62576        2.37012        2.09184              0        1.04366              0              0     -0.0802639      -0.110126              0              0     -0.0913567     -0.0938972              0              0         2.9769        6.21258        6.98371        6.80554        5.56276        6.98528        6.08378        5.88245              0        10.0237        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.5532    -0.00232848    -0.00232701    -0.00232648    -0.00232963    -0.00232896    -0.00233005    -0.00233326    -0.00232737              0     -0.0023275        1.36154        3.01313         2.2161        2.45244        4.66489        2.62573        2.37011        2.09183              0        1.04366              0              0     -0.0802648      -0.110114              0              0     -0.0913414     -0.0938886              0              0        2.97717        6.21287        6.98369        6.80533        5.56277        6.98508        6.08361        5.88274              0        10.0238        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.6031    -0.00232901    -0.00232675    -0.00232609    -0.00232939    -0.00232898    -0.00232928    -0.00233317    -0.00232695              0    -0.00232754        1.36153        3.01311         2.2161        2.45243        4.66482         2.6257        2.37009        2.09182              0        1.04366              0              0     -0.0802669        -0.1101              0              0      -0.091326     -0.0938817              0              0        2.97729        6.21312        6.98372        6.80498         5.5631        6.98484         6.0834        5.88301              0        10.0239        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.6531    -0.00232927     -0.0023268    -0.00232573    -0.00232901    -0.00232911    -0.00232852    -0.00233292    -0.00232702              0    -0.00232759        1.36151         3.0131         2.2161        2.45241        4.66475        2.62566        2.37007        2.09181              0        1.04366              0              0     -0.0802691      -0.110085              0              0     -0.0913112     -0.0938759              0              0        2.97633        6.21345        6.98374        6.80481        5.56301        6.98522        6.08309        5.88349              0        10.0245        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.7031    -0.00232897    -0.00232711    -0.00232539     -0.0023287    -0.00232915    -0.00232823    -0.00233226    -0.00232755              0    -0.00232767        1.36149         3.0131        2.21611        2.45239        4.66469        2.62562        2.37006        2.09181              0        1.04366              0              0     -0.0802712       -0.11007              0              0      -0.091299     -0.0938716              0              0        2.97534        6.21368        6.98368        6.80523         5.5628        6.98574         6.0826        5.88384              0         10.025        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.7531    -0.00232842    -0.00232761      -0.002325    -0.00232883    -0.00232903    -0.00232827    -0.00233115    -0.00232833              0    -0.00232777        1.36148        3.01309        2.21611        2.45238        4.66462        2.62559        2.37005         2.0918              0        1.04366              0              0     -0.0802736      -0.110056              0              0     -0.0912863     -0.0938673              0              0        2.97549        6.21381        6.98355         6.8056         5.5626        6.98611        6.08209        5.88391              0        10.0249        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
         84.803    -0.00232802    -0.00232825    -0.00232456    -0.00232912     -0.0023289    -0.00232862    -0.00232963    -0.00232921              0    -0.00232786        1.36146        3.01308        2.21611        2.45236        4.66455        2.62556        2.37003         2.0918              0        1.04366              0              0     -0.0802755      -0.110045              0              0     -0.0912713      -0.093863              0              0         2.9758        6.21399        6.98348        6.80531        5.56284        6.98653        6.08166        5.88377              0         10.025        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
         84.853    -0.00232791     -0.0023291    -0.00232413    -0.00232903    -0.00232905    -0.00232923    -0.00232797    -0.00232967              0    -0.00232796        1.36145        3.01308        2.21611        2.45235        4.66448        2.62553        2.37001        2.09179              0        1.04366              0              0     -0.0802777      -0.110034              0              0     -0.0912571     -0.0938581              0              0         2.9763        6.21411         6.9835          6.805        5.56284         6.9864        6.08197        5.88327              0        10.0253        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
         84.903    -0.00232813    -0.00232966      -0.002324    -0.00232889    -0.00232914    -0.00232946    -0.00232695     -0.0023297              0    -0.00232808        1.36143        3.01307        2.21612        2.45234        4.66442        2.62549        2.37001        2.09178              0        1.04366              0              0     -0.0802792      -0.110022              0              0     -0.0912518     -0.0938506              0              0        2.97676        6.21334        6.98428        6.80522        5.56268        6.98573        6.08254        5.88284              0        10.0257        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        84.9529    -0.00232861    -0.00232969    -0.00232433    -0.00232903    -0.00232912    -0.00232927    -0.00232647    -0.00232933              0    -0.00232822        1.36141        3.01306        2.21612        2.45233        4.66435        2.62546           2.37        2.09177              0        1.04366              0              0      -0.080282       -0.11001              0              0     -0.0912485     -0.0938416              0              0        2.97724        6.21286        6.98451        6.80519        5.56267        6.98519        6.08315        5.88246              0        10.0261        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        85.0029    -0.00232932    -0.00232942    -0.00232475    -0.00232901    -0.00232917    -0.00232881    -0.00232659    -0.00232872              0    -0.00232838         1.3614        3.01305        2.21612        2.45231        4.66428        2.62542           2.37        2.09176              0        1.04366              0              0     -0.0802862      -0.109997              0              0     -0.0912442     -0.0938309              0              0        2.97702        6.21248        6.98463        6.80497        5.56267        6.98509        6.08352        5.88255              0        10.0268        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        85.0029    -0.00232932    -0.00232942    -0.00232475    -0.00232901    -0.00232917    -0.00232881    -0.00232659    -0.00232872              0    -0.00232838         1.3614        3.01305        2.21612        2.45231        4.66428        2.62542           2.37        2.09176              0        1.04366              0              0     -0.0802862      -0.109997              0              0     -0.0912442     -0.0938309              0              0         2.9769        6.21238        6.98453        6.80486        5.56259        6.98496        6.08343        5.88241              0        10.0267        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        85.0529    -0.00232955    -0.00232882    -0.00232524     -0.0023289    -0.00232916    -0.00232856    -0.00232697    -0.00232859              0    -0.00232858        1.36138        3.01303        2.21613         2.4523        4.66421        2.62539        2.36999        2.09175              0        1.04366              0              0     -0.0802905      -0.109984              0              0       -0.09124     -0.0938218              0              0        2.97598        6.21213        6.98464        6.80516        5.56246        6.98545        6.08368        5.88302              0        10.0273        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        85.1029    -0.00232917    -0.00232831    -0.00232568    -0.00232896    -0.00232902    -0.00232854    -0.00232753    -0.00232889              0     -0.0023288        1.36136        3.01302        2.21613        2.45229        4.66415        2.62536        2.36999        2.09175              0        1.04366              0              0     -0.0802938      -0.109973              0              0     -0.0912378      -0.093816              0              0        2.97496        6.21249        6.98453        6.80491         5.5624        6.98573        6.08386        5.88338              0        10.0277        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        85.1528    -0.00232844    -0.00232808    -0.00232609    -0.00232892    -0.00232886    -0.00232873    -0.00232829    -0.00232919              0    -0.00232904        1.36135          3.013        2.21613        2.45227        4.66408        2.62533        2.36999        2.09174              0        1.04366              0              0     -0.0802959      -0.109963              0              0     -0.0912357     -0.0938118              0              0        2.97512        6.21279        6.98447         6.8051        5.56244         6.9859        6.08399        5.88288              0        10.0273        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        85.2028    -0.00232814    -0.00232819    -0.00232651    -0.00232891    -0.00232894    -0.00232905    -0.00232921    -0.00232904              0    -0.00232921        1.36133        3.01299        2.21614        2.45226        4.66402        2.62531        2.36999        2.09174              0        1.04366              0              0     -0.0802993      -0.109953              0              0     -0.0912342     -0.0938075              0              0        2.97595        6.21321        6.98452          6.805        5.56266         6.9859         6.0841        5.88255              0         10.026        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        85.2528    -0.00232834    -0.00232869    -0.00232695    -0.00232906    -0.00232905    -0.00232923    -0.00233006    -0.00232887              0    -0.00232933        1.36132        3.01299        2.21614        2.45226        4.66399        2.62529        2.36998        2.09173              0        1.04366              0              0     -0.0803036      -0.109946              0              0     -0.0912309     -0.0938032              0              0        2.97669        6.21369        6.98458        6.80506        5.56256        6.98567        6.08391        5.88291              0        10.0249        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        85.3028    -0.00232902    -0.00232945    -0.00232753    -0.00232911    -0.00232917    -0.00232931     -0.0023308    -0.00232907              0     -0.0023294        1.36131        3.01299        2.21615        2.45225        4.66396        2.62527        2.36997        2.09173              0        1.04366              0              0     -0.0803103       -0.10994              0              0     -0.0912211        -0.0938              0              0        2.97765        6.21361        6.98488        6.80498        5.56258        6.98556        6.08383        5.88287              0        10.0241        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
